LoanId,OrderId,PortfolioId,NoteId,PortfolioName,Invested,InterestRate,Grade,LoanType,Term,PrincipalRemaining,Trend,NoteType,Accrual,PaymentsReceivedToDate,NextPaymentDate,Status,Note Issue Date,OrderDate,LoanStatusDate,Pending Principal Payment,Pending Interest,Purchased,installment,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,accept_d,exp_d,list_d,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,acc_now_delinq,acc_open_past_24mths,bc_open_to_buy,percent_bc_gt_75,bc_util,dti,delinq_2yrs,delinq_amnt,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,mths_since_recent_inq,mths_since_recent_revol_delinq,mths_since_recent_bc,mort_acc,open_acc,pub_rec,total_bal_ex_mort,revol_bal,revol_util,total_bc_limit,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,total_il_high_credit_limit,num_rev_accts,mths_since_recent_bc_dlq,pub_rec_bankruptcies,num_accts_ever_120_pd,chargeoff_within_12_mths,collections_12_mths_ex_med,tax_liens,mths_since_last_major_derog,num_sats,num_tl_op_past_12m,mo_sin_rcnt_tl,tot_hi_cred_lim,tot_cur_bal,avg_cur_bal,num_bc_tl,num_actv_bc_tl,num_bc_sats,pct_tl_nvr_dlq,num_tl_90g_dpd_24m,num_tl_30dpd,num_tl_120dpd_2m,num_il_tl,mo_sin_old_il_acct,num_actv_rev_tl,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,total_rev_hi_lim,num_rev_tl_bal_gt_0,num_op_rev_tl,tot_coll_amt,Loan Issue Date,1st Month Payment,application_type,annual_inc_joint,dti_joint,verification_status_joint,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,PURCHASE_PRINCIPAL,PURCHASE_INTEREST,PRINCIPAL_RECEIVED,INTEREST_RECEIVED,LATE_FEES_RECEIVED,ORIGINAL_ASSET_AMOUNT,ORIGINAL_CONTRACTUAL_DUE_D,NEW_DUE_D,COUNT_PAY_DAY,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,HARDSHIP_FLAG,HARDSHIP_TYPE,HARDSHIP_REASON,HARDSHIP_STATUS,DEFERRAL_TERM,HARDSHIP_AMOUNT,HARDSHIP_START_DATE,HARDSHIP_END_DATE,PAYMENT_PLAN_START_DATE,HARDSHIP_LENGTH,HARDSHIP_DPD,HARDSHIP_LOAN_STATUS,ORIG_PROJECTED_ADDITIONAL_ACCRUED_INTEREST,HARDSHIP_PAYOFF_BALANCE_AMOUNT,HARDSHIP_LAST_PAYMENT_AMOUNT,DISBURSEMENT_METHOD,DEBT_SETTLEMENT_FLAG,DEBT_SETTLEMENT_FLAG_DATE,SETTLEMENT_STATUS,SETTLEMENT_DATE,SETTLEMENT_AMOUNT,SETTLEMENT_PERCENTAGE,SETTLEMENT_TERM
93972531,134003255,167112084,143309285,FullyPaid1,25,10.49%,B2,Personal,36,0,UP,1,0,28.86985202,5/1/2019,Fully Paid,12/5/2016,11/28/2016,4/4/2019,0,0,0,1299.91,Administrative Assistant,1 year,MORTGAGE,120864,Verified,11/21/2016,12/28/2016,11/28/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=93972531,,debt_consolidation,Debt consolidation,283xx,NC,0,5,10314,33.3,70.6,25.5,1,711,2/20/1986,680,684,0,8,,3,,13,5,20,0,109808,28275,46.10%,35100,42,f,0,0,46191.76324,46134.02,40000,6191.76,0,0,0,4/1/2019,1140.81,,10/13/2019,699,695,110892,24,,0,0,0,0,0,,19,3,7,180261,109808,5490,11,8,9,97.6,0,0,0,11,173,12,368,7,61300,12,16,0,12/1/2016,,Individual,,,,0,2,1,2,12,78833,61,2,3,13590,52,2,7,4,25,0,25,3.869852025,0,25,1,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
93980292,133566975,167112083,143275172,Chargedoff1,25,21.49%,D5,Personal,36,22.40975525,DOWN,1,0,4.71115,10/29/2017,Charged Off,12/1/2016,11/28/2016,9/29/2017,0,0,0,379.28,Software Developer,6 years,RENT,65000,Verified,11/17/2016,12/28/2016,11/28/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=93980292,,debt_consolidation,Debt consolidation,220xx,VA,0,13,17930,30,59,19.2,1,0,6/17/1987,680,684,0,5,,8,,2,3,16,0,42051,26039,52.70%,43700,28,f,0,0,3958.35,3938.56,1036.1,848.36,0,2073.89,373.3002,5/4/2017,379.28,,10/13/2019,594,590,18250,22,,0,1,1,0,0,5,16,8,2,67650,42051,2803,14,7,10,96.3,1,0,0,2,121,8,353,2,49400,8,15,0,11/29/2016,,Individual,,,,3,1,0,1,13,16012,88,8,11,8544,62,0,1,4,25,0,2.590244752,2.120905249,0,25,29,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
93980950,133566975,167112084,143275174,FullyPaid1,25,12.74%,C1,Personal,36,0,UP,1,0,28.01697074,1/29/2018,Fully Paid,12/1/2016,11/28/2016,1/17/2018,0,0,0,335.69,,n/a,OWN,43000,Source Verified,11/18/2016,12/28/2016,11/28/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=93980950,,vacation,Vacation,333xx,FL,0,5,4473,33.3,34.2,13.18,0,0,4/17/1982,660,664,2,30,,0,30,5,0,9,0,8326,8326,48.40%,6800,30,f,0,0,11206.7883,11150.75,10000,1206.79,0,0,0,1/4/2018,7185.59,,10/26/2018,714,710,0,29,30,0,7,0,0,0,30,9,3,0,17200,8326,1041,14,2,3,76.7,0,0,0,1,132,4,415,0,17200,4,9,0,11/29/2016,,Individual,,,,2,0,0,0,132,0,,3,5,1934,48,0,1,3,25,0,25,3.016970738,0,25,29,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
93982368,133566975,167112084,143275176,FullyPaid1,25,13.49%,C2,Personal,36,0,UP,1,0,26.18852425,5/1/2017,Fully Paid,12/1/2016,11/28/2016,4/17/2017,0,0,0,987.38,POLICE OFFICER,2 years,MORTGAGE,100000,Not Verified,11/22/2016,12/22/2016,11/22/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=93982368,,debt_consolidation,Debt consolidation,907xx,CA,0,4,2746,25,72.3,20.72,0,0,5/20/1996,675,679,0,61,,1,,10,3,10,0,64157,26436,81.60%,9900,26,f,0,0,30483.44223,30431.07,29100,1383.44,0,0,0,4/6/2017,27510.39,,10/13/2019,739,735,41152,11,,0,0,0,0,0,,10,3,6,683981,661072,66107,9,4,4,96,0,0,0,11,122,5,241,10,32400,5,6,2945,11/29/2016,,Individual,,,,1,2,1,2,8,35347,86,1,1,5173,77,4,1,14,25,0,25,1.188524251,0,25,29,1,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
93983353,133566975,167112082,143275178,AutoInvest1,25,14.99%,C4,Personal,36,1.702273341,UP,1,0.009923308,29.45630817,11/1/2019,Current,12/1/2016,11/28/2016,12/29/2016,0,0,0,837.92,Operations manager,< 1 year,MORTGAGE,80000,Verified,11/22/2016,12/28/2016,11/28/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=93983353,,debt_consolidation,Debt consolidation,234xx,VA,0,4,0,100,101.4,29.67,0,0,12/21/1990,665,669,0,25,,15,25,83,1,6,0,42705,2069,37.60%,800,14,f,1646.1,1640.99,28484.25,28395.88,22528.9,5955.35,0,0,0,10/1/2019,837.92,11/1/2019,10/13/2019,714,710,65480,6,25,0,1,0,0,0,25,6,2,9,339091,306295,51049,2,1,1,78.6,0,0,0,7,77,2,311,9,5500,2,3,0,11/29/2016,,Individual,,,,0,2,1,1,11,40636,81,1,2,811,72,1,1,0,25,0,23.29772666,6.15858151,0,25,29,1,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94000248,133566975,167112084,143275179,FullyPaid1,25,16.99%,D1,Personal,36,0,FLAT,1,0,28.1179235,10/20/2017,Fully Paid,12/1/2016,11/28/2016,10/2/2017,0,0,0,534.72,Senior Research Scientist,< 1 year,RENT,80000,Source Verified,11/19/2016,12/23/2016,11/23/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94000248,,credit_card,Credit card refinancing,770xx,TX,0,7,2883,60,80.4,14.46,0,0,6/17/2007,680,684,2,,,3,,3,0,13,0,74729,26419,90.50%,14700,19,f,0,0,16870.75409,16814.52,15000,1870.75,0,0,0,9/25/2017,12136.14,,9/16/2019,684,680,60478,13,,0,0,0,0,0,,13,6,3,89678,74729,5748,7,5,5,100,0,0,0,6,67,9,113,3,29200,9,9,0,11/29/2016,,Individual,,,,6,4,2,3,4,48310,80,4,4,5257,83,0,5,2,25,0,25,3.1179235,0,25,29,20,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94005111,133566975,167112084,143275180,FullyPaid1,25,19.99%,D4,Personal,36,0,DOWN,1,0,25.56546284,1/29/2017,Fully Paid,12/1/2016,11/28/2016,1/17/2017,0,0,0,1058.09,Belt service manager,10+ years,MORTGAGE,75000,Source Verified,11/19/2016,12/22/2016,11/22/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94005111,,debt_consolidation,Debt consolidation,743xx,OK,0,9,7180,33.3,37,32.51,1,0,10/18/2005,695,699,0,9,,9,9,6,4,14,0,124055,6510,25.40%,11400,39,f,0,0,29119.06217,29067.93,28475,644.06,0,0,0,1/4/2017,29150.68,,2/5/2019,669,665,129444,14,9,0,0,0,0,0,,14,5,5,355644,318990,22785,8,3,6,94.9,0,0,0,21,133,4,117,6,25600,4,9,106,11/29/2016,,Joint App,109000,30.24,Not Verified,2,4,4,7,5,117545,93,1,1,2657,78,0,3,1,25,0,25,0.565462838,0,25,29,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94006771,133566975,167112084,143275181,FullyPaid1,25,8.24%,B1,Personal,36,0,UP,1,0,26.28844218,9/1/2017,Fully Paid,12/1/2016,11/28/2016,8/16/2017,0,0,0,471.71,Service Engineer,1 year,MORTGAGE,85000,Source Verified,11/19/2016,12/22/2016,11/22/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94006771,,debt_consolidation,Debt consolidation,461xx,IN,0,6,12292,0,45.1,15.09,0,0,4/19/1998,675,679,1,,71,5,,24,3,12,4,46551,12147,35.90%,22400,29,f,0,0,15773.0653,15773.07,15000,773.07,0,0,0,8/4/2017,12269.09,,12/21/2017,734,730,47778,17,,1,0,0,0,3,,12,2,1,201578,164067,14915,9,4,4,100,0,0,0,9,170,6,190,24,33800,6,9,0,11/29/2016,,Individual,,,,1,2,1,3,1,34404,72,0,2,4500,57,1,1,2,25,0,25,1.288442176,0,25,29,1,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94007711,133566975,167112084,143275182,FullyPaid1,25,8.24%,B1,Personal,36,0,UP,1,0,28.22100588,7/29/2019,Fully Paid,12/1/2016,11/28/2016,7/16/2019,0,0,0,754.74,School Counselor,10+ years,MORTGAGE,87500,Source Verified,11/19/2016,12/23/2016,11/23/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94007711,,credit_card,Credit card refinancing,070xx,NJ,0,2,6518,50,80.5,10.81,1,0,9/18/1999,690,694,0,18,,9,18,119,1,12,0,27839,27406,73.70%,33500,30,f,0,0,27092.16561,27092.17,24000,3092.17,0,0,0,7/1/2019,4460.96,,7/12/2019,729,725,4419,24,18,0,0,0,0,0,56,12,0,13,153519,133323,12120,14,6,6,83.3,0,0,0,5,128,7,206,13,37200,7,10,0,11/29/2016,,Individual,,,,0,1,0,0,121,433,10,0,2,10894,67,0,0,1,25,0,25,3.221005885,0,25,29,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94007855,133566975,167112082,143275183,AutoInvest1,25,8.24%,B1,Personal,36,1.559588141,DOWN,1,0.006415911,26.71871875,10/29/2019,Current,12/1/2016,11/28/2016,8/12/2019,0,0,0,1257.89,Officer,10+ years,RENT,125000,Verified,11/19/2016,12/23/2016,11/23/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94007855,,debt_consolidation,Debt consolidation,104xx,NY,0,6,15823,0,45.4,13.2,0,0,2/19/2012,730,734,0,,,17,,4,0,14,0,52868,13512,36.40%,29000,18,f,2495.34,2495.34,42749.95,42749.95,37504.66,5245.29,0,0,0,10/3/2019,1257.89,10/29/2019,10/13/2019,684,680,52191,10,,0,0,0,0,0,,14,1,4,92957,52868,4067,6,5,5,100,0,0,0,5,57,8,55,4,37100,8,9,0,11/29/2016,,Individual,,,,1,2,0,2,21,38238,38,1,4,8348,36,0,2,0,25,0,23.44041186,3.278306891,0,25,29,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94012751,133647193,167112084,143295606,FullyPaid1,25,25.49%,E4,Personal,36,0,UP,1,0,35.10811733,3/29/2019,Fully Paid,12/1/2016,11/28/2016,3/7/2019,0,0,0,400.2,,n/a,RENT,28000,Verified,11/20/2016,12/28/2016,11/28/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94012751,,moving,Moving and relocation,622xx,IL,0,1,27000,0,0,1.16,0,0,12/20/1993,665,669,0,,,9,,9,0,3,0,144,144,0.50%,27000,4,f,0,0,14043.24693,13973.03,10000,4043.25,0,0,0,2/28/2019,3652.21,,10/13/2019,689,685,0,3,,0,0,0,0,0,,3,1,9,27500,144,48,2,0,2,100,0,0,0,1,177,1,275,9,27500,1,3,2145,11/29/2016,,Individual,,,,0,0,0,0,177,0,,1,1,0,1,0,0,1,25,0,25,10.10811733,0,25,29,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94026517,133566975,167112084,143275184,FullyPaid1,25,14.99%,C4,Personal,36,0,DOWN,1,0,30.40334451,12/22/2018,Fully Paid,12/1/2016,11/28/2016,12/20/2018,0,0,0,693.21,Gym Maintenance Manager,2 years,RENT,30000,Source Verified,11/22/2016,12/22/2016,11/22/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94026517,,debt_consolidation,Debt consolidation,944xx,CA,0,5,8189,20,61.6,16.56,0,0,6/21/2008,695,699,1,,,6,,11,0,9,0,13314,13314,43.90%,21300,10,f,0,0,24322.67561,24261.87,20000,4322.68,0,0,0,11/28/2018,8453.8,,10/13/2019,684,680,0,10,,0,0,0,0,0,,9,2,6,30300,13314,1479,5,5,5,100,0,0,0,0,,6,101,6,30300,6,9,0,11/29/2016,,Joint App,90000,7.43,Not Verified,1,0,0,0,,0,,2,5,4121,44,0,0,1,25,0,25,5.403344507,0,25,29,22,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94029829,133566975,167112083,143275185,Chargedoff1,25,14.99%,C4,Personal,36,15.25771898,DOWN,1,0,13.84348158,9/29/2018,Charged Off,12/1/2016,11/28/2016,8/31/2018,0,0,0,681.95,Carrier,10+ years,MORTGAGE,60000,Verified,11/22/2016,12/26/2016,11/26/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94029829,,debt_consolidation,Debt consolidation,900xx,CA,0,5,971,100,93,13.5,3,0,1/21/2005,665,669,0,4,,17,4,17,1,9,0,20864,13408,69.10%,13800,16,f,0,0,10894.82,10853.29,7667.18,3227.64,0,0,0,4/11/2018,681.95,,10/13/2019,549,545,14492,13,,0,0,0,0,0,,9,3,4,350653,307212,34135,5,3,3,81.3,0,0,0,2,142,6,133,4,19400,6,7,70,11/29/2016,,Individual,,,,1,1,0,0,35,7456,51,3,5,5842,62,0,0,0,25,0,9.742281019,4.101200557,0,25,29,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94099390,134260762,167112083,143915678,Chargedoff1,25,30.84%,G2,Personal,36,21.23121025,DOWN,1,0,8.539846369,2/15/2018,Charged Off,12/8/2016,12/5/2016,1/17/2018,0,0,0,768.15,,n/a,MORTGAGE,72000,Verified,11/30/2016,1/4/2017,12/5/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94099390,,debt_consolidation,Debt consolidation,923xx,CA,0,11,8194,12.5,50.6,10.8,1,0,9/29/2005,660,664,1,21,,0,21,2,7,12,0,25501,10137,53.10%,16600,27,f,0,0,13904.28,13710.09,2698.45,3416.08,0,7789.75,1402.155,8/10/2017,768.15,,8/13/2018,584,580,16282,11,21,0,0,0,0,0,,12,6,2,446757,430158,35847,9,7,8,100,0,0,0,9,125,8,106,2,19100,8,9,0,12/6/2016,,Individual,,,,3,1,2,4,5,15364,94,3,4,2897,72,16,6,22,25,0,3.768789751,4.771056618,0,25,6,15,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,4/24/2018,COMPLETE,2/19/2018,7789.75,45,24
94105168,133566975,167112084,143275186,FullyPaid1,25,13.99%,C3,Personal,36,0,UP,1,0,26.83226698,8/3/2017,Fully Paid,12/1/2016,11/28/2016,7/7/2017,0,0,0,1196.05,Field Engineer,1 year,RENT,78000,Verified,11/22/2016,12/24/2016,11/24/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94105168,,debt_consolidation,Debt consolidation,760xx,TX,0,8,15230,50,71.5,44.78,1,0,9/21/2001,670,674,0,4,,12,4,1,1,14,0,131294,39398,64.90%,53500,37,f,0,0,37565.17377,37511.51,35000,2565.17,0,0,0,7/7/2017,351.14,,5/29/2019,739,735,103159,23,4,0,1,0,0,0,77,14,5,1,163859,131294,10100,14,6,8,94.6,0,0,0,13,115,7,182,1,60700,7,12,0,11/29/2016,,Joint App,182000,24.94,Not Verified,2,2,1,2,2,91896,62,4,6,18962,64,1,7,1,25,0,25,1.832266979,0,25,29,3,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94107398,133566975,167112082,143275187,AutoInvest1,25,23.99%,E2,Personal,36,1.903978664,DOWN,1,0.020300644,33.31022544,10/29/2019,Current,12/1/2016,11/28/2016,12/29/2016,0,0,0,1218.02,registered nurse,10+ years,MORTGAGE,80000,Not Verified,11/27/2016,12/27/2016,11/27/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94107398,,home_improvement,Home improvement,238xx,VA,0,9,1412,20,72.3,14.36,1,0,3/26/2005,665,669,0,23,97,12,23,12,0,17,1,47650,6809,62.50%,5100,21,f,2364.74,2360.93,41371.3,41304.68,28685.26,12686.04,0,0,0,9/30/2019,1218.02,10/29/2019,10/13/2019,664,660,45491,13,,1,0,0,0,0,,17,4,2,56391,47650,2803,5,5,5,95.2,0,0,0,8,116,8,140,3,10900,8,10,0,11/29/2016,,Individual,,,,2,7,1,4,2,40841,90,3,5,1552,85,0,1,1,25,0,23.09602134,10.21420411,0,25,29,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94115144,133566975,167112082,143275188,AutoInvest1,25,14.99%,C4,Personal,36,0.517573018,DOWN,1,0.003017163,30.45281667,11/1/2019,Current,12/1/2016,11/28/2016,1/1/2017,0,0,0,1039.82,Special Education Inclusion,1 year,MORTGAGE,113953,Source Verified,11/22/2016,12/27/2016,11/27/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94115144,,debt_consolidation,Debt consolidation,309xx,GA,0,2,2200,0,0,7.26,0,0,1/21/2006,715,719,1,,,0,,49,0,8,0,37809,10790,65.40%,2200,20,f,621.09,620.05,36543.38,36482.47,29378.91,7164.47,0,0,0,10/1/2019,1039.82,11/1/2019,10/13/2019,699,695,32315,10,,0,0,0,0,0,,8,0,13,48815,37809,4726,4,0,1,100,0,0,0,10,130,2,115,23,16500,2,4,0,11/29/2016,,Individual,,,,0,4,0,1,13,27019,84,0,1,0,78,0,0,1,25,0,24.48242698,5.970389685,0,25,29,1,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94127377,133566975,167112084,143275189,FullyPaid1,25,5.32%,A1,Personal,36,0,UP,1,0,26.89086608,1/1/2019,Fully Paid,12/1/2016,11/28/2016,1/4/2019,0,0,0,316.21,,n/a,MORTGAGE,53000,Not Verified,11/27/2016,12/27/2016,11/27/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94127377,,debt_consolidation,Debt consolidation,285xx,NC,0,1,15606,0,56.8,15.58,0,0,2/26/1971,750,754,0,,,11,,62,2,16,0,56130,51709,43.40%,36100,24,f,0,0,11294.16375,11294.16,10500,794.16,0,0,0,12/6/2018,4019.77,,10/10/2019,769,765,5099,20,,0,0,0,0,0,,16,1,11,236234,184186,11512,9,5,6,100,0,0,0,2,127,8,549,26,89500,8,14,0,11/29/2016,,Individual,,,,0,1,1,1,11,4421,87,0,0,7325,47,1,0,2,25,0,25,1.890866083,0,25,29,1,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94148153,134100205,167112084,144086879,FullyPaid1,25,11.49%,B5,Personal,36,0,UP,1,0,29.44614837,6/3/2019,Fully Paid,12/9/2016,12/7/2016,5/23/2019,0,0,0,824.29,Senior contracts Manager,10+ years,MORTGAGE,65000,Verified,11/28/2016,12/31/2016,12/1/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94148153,,debt_consolidation,Debt consolidation,039xx,ME,0,1,550,80,94.5,26.42,0,0,3/27/2000,685,689,2,67,,3,67,26,3,11,0,44313,14504,81.90%,10000,19,f,0,0,29446.14837,29387.26,25000,4446.15,0,0,0,5/3/2019,6409.31,,5/17/2019,719,715,56106,12,67,0,2,0,0,0,67,11,1,3,297206,240550,21868,7,5,5,88.9,0,0,0,4,157,8,200,3,17700,8,8,0,12/7/2016,,Joint App,140000,15.46,Not Verified,1,2,0,0,40,29809,56,1,1,3965,70,0,2,2,25,0,25,4.446148368,0,25,7,3,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94215232,133566975,167112084,143275190,FullyPaid1,25,26.24%,E5,Personal,36,0,UP,1,0,30.35186817,11/29/2017,Fully Paid,12/1/2016,11/28/2016,11/2/2017,0,0,0,1414.66,Chief Safety & Security Officer,10+ years,MORTGAGE,93000,Verified,11/22/2016,12/28/2016,11/28/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94215232,,debt_consolidation,Debt consolidation,127xx,NY,0,5,2604,50,77,17.82,0,0,12/21/2000,665,669,1,70,75,5,70,27,1,11,1,62188,10172,45.40%,11300,18,f,0,0,42492.61545,42431.91,35000,7492.62,0,0,0,11/2/2017,567.96,,10/18/2017,769,765,55676,12,,1,1,0,0,0,70,10,4,5,151451,124583,12458,4,2,2,94.4,0,0,0,5,131,5,191,5,22400,5,8,0,11/29/2016,,Individual,,,,2,2,1,1,12,52016,77,3,4,7435,58,1,5,1,25,0,25,5.351868171,0,25,29,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94284024,136793840,167112084,145819443,FullyPaid1,25,14.99%,C4,Personal,36,0,UP,1,0,29.17133798,5/30/2018,Fully Paid,1/4/2017,12/30/2016,5/22/2018,0,0,0,1213.12,Controller,10+ years,MORTGAGE,149999,Verified,12/15/2016,1/28/2017,12/29/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94284024,,other,Other,481xx,MI,0,9,40639,14.3,53.2,32.03,0,0,2/14/1984,680,684,1,,84,2,,10,2,22,1,176169,89927,50%,86800,52,f,0,0,40839.87318,40548.16,35000,5839.87,0,0,0,5/3/2018,22715.94,,7/13/2018,714,710,105424,31,,1,0,0,0,0,,22,5,5,389303,304313,14491,18,6,8,100,0,0,0,19,137,12,394,6,145500,12,16,0,12/30/2016,,Individual,,,,3,5,2,4,5,86242,82,3,5,13269,66,3,0,4,25,0,25,4.171337978,0,25,30,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94305256,133566975,167112082,143275191,AutoInvest1,25,13.49%,C2,Personal,36,1.668306882,UP,1,0.0375091,28.70938095,10/15/2019,Current,12/1/2016,11/28/2016,12/29/2016,0.829507355,0.01875455,0,712.54,Senior Manager,2 years,MORTGAGE,189000,Source Verified,11/22/2016,12/22/2016,11/22/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94305256,,home_improvement,Home improvement,222xx,VA,0,6,1191,80,96.6,13.41,1,0,11/21/1996,675,679,1,9,,4,9,21,1,11,0,51529,38970,83.30%,35500,25,f,1401.38,1398.04,24115.88,24058.46,19598.62,4517.26,0,0,0,9/16/2019,712.54,10/15/2019,10/13/2019,689,685,42678,13,9,0,4,0,0,0,46,11,2,4,640454,588022,53457,9,4,5,72,0,0,0,11,240,6,199,4,46800,6,8,0,11/29/2016,,Individual,,,,2,2,0,1,14,12559,29,2,4,14677,58,1,0,1,25,0,23.33169312,5.377687835,0,25,29,15,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94306349,133566975,167112084,143275192,FullyPaid1,25,13.99%,C3,Personal,36,0,UP,1,0,29.22408449,7/2/2018,Fully Paid,12/1/2016,11/28/2016,6/13/2018,0,0,0,287.06,Manager,10+ years,MORTGAGE,55000,Not Verified,11/22/2016,12/25/2016,11/25/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94306349,,credit_card,Credit card refinancing,173xx,PA,0,11,1014,66.7,71.8,33.04,0,0,2/21/1999,670,674,2,40,61,6,,6,4,10,1,86145,5166,67.10%,3600,25,f,0,0,9819.292385,9760.84,8400,1419.29,0,0,0,6/7/2018,4934.24,,7/16/2018,684,680,85147,10,,1,2,0,0,0,40,10,7,5,330123,310566,31057,4,2,3,91.7,0,0,0,11,125,4,213,6,7700,4,6,119,11/29/2016,,Joint App,115000,23.01,Not Verified,5,3,3,5,5,80979,95,4,6,1723,90,4,4,3,25,0,25,4.22408449,0,25,29,2,1,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94307247,133566975,167112084,143275193,FullyPaid1,25,14.99%,C4,Personal,36,0,DOWN,1,0,28.94733313,4/29/2018,Fully Paid,12/1/2016,11/28/2016,4/4/2018,0,0,0,415.93,VP Sales and Marketing,3 years,MORTGAGE,52000,Source Verified,11/22/2016,12/22/2016,11/22/2016,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94307247,,credit_card,Credit card refinancing,908xx,CA,0,5,4337,0,42.2,28.71,1,0,12/21/2011,705,709,1,3,,1,,1,1,8,0,27673,9848,42.30%,7500,10,f,0,0,13894.71991,13836.83,12000,1894.72,0,0,0,4/4/2018,7165.76,,3/15/2018,694,690,51441,8,,0,0,0,0,0,,8,4,1,250741,203021,25378,3,3,3,90,0,0,0,1,52,5,59,1,23300,5,6,0,11/29/2016,,Individual,,,,2,1,0,0,52,17825,,3,4,1270,42,0,0,2,25,0,25,3.947333134,0,25,29,,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
